Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,
BMW,"M3 Series Saloon F80, From June 2014",M3,M6,2979,Petrol,,,,,12.0,6.9,8.8,23.5,40.9,32.1,204,"£2,039",,"£2,039",6,74.0,272,40,40,,,,,,,,,
BMW,"M4 Series Convertible F83, From September 2014",M4,DCT7,2979,Petrol,,,,,11.5,7.1,8.7,24.6,39.8,32.5,203,"£2,014",,"£2,014",6,74.0,140,36,36,,,,,,,,,
BMW,"M4 Series Convertible F83, From September 2014",M4,M6,2979,Petrol,,,,,12.4,7.2,9.1,22.8,39.2,31.0,213,"£2,112",,"£2,112",6,74.0,272,40,40,,,,,,,,,
BMW,"M4 Series Coupé F82, From June 2014",M4,DCT7,2979,Petrol,,,,,11.1,6.7,8.3,25.4,42.2,34.0,194,"£1,925",,"£1,925",6,74.0,140,36,36,,,,,,,,,
BMW,"M4 Series Coupé F82, From June 2014",M4,M6,2979,Petrol,,,,,12.0,6.9,8.8,23.5,40.9,32.1,204,"£2,039",,"£2,039",6,74.0,272,40,40,,,,,,,,,
BMW,"X5 Series F15, From November 2013",X5 xDrive50i - 18'' & 19'' tyres,A8,4395,Petrol,,,,,12.9,7.7,9.6,21.9,36.7,29.4,224,"£2,227",,"£2,227",6,71.0,117,27,44,,,,,,,,,
BMW,"X6 Series F16, From December 2014",X6 xDrive50i - 19'' tyres,A8,4395,Petrol,,,,,13.0,7.7,9.7,21.7,36.7,29.1,225,"£2,250",,"£2,250",6,71.0,117,27,44,,,,,,,,,
BMW,Z4 Series E89 Roadster,Z4 sDrive35i,DCT7,2979,Petrol,,,,,12.9,6.8,9.1,21.9,41.5,31.0,211,"£2,112",,"£2,112",6,74.0,262,56,20,,,,,,,,,
BMW,Z4 Series E89 Roadster,Z4 sDrive35i,M6,2979,Petrol,,,,,13.4,7.1,9.4,21.1,39.8,30.1,219,"£2,175",,"£2,175",6,73.0,433,44,8,,,,,,,,,
BMW,Z4 Series E89 Roadster,Z4 sDrive35is,DCT7,2979,Petrol,,,,,12.9,6.8,9.1,21.9,41.5,31.0,211,"£2,112",,"£2,112",6,74.0,262,56,20,,,,,,,,,
CHRYSLER JEEP,"Jeep Compass, MY 2015",2.4 4x4,A6,2359,Petrol,,,,,12.0,7.1,9.0,23.5,39.8,31.4,209,"£2,085",,"£2,085",6,73.0,366,36,10,,,,,,,,,
FORD,"Mustang, Model Year Post 2015¾",2.3 EcoBoost (317PS) Convertible,A6,2261,Petrol,,,,,13.8,7.5,9.8,20.5,37.7,28.8,225,"£2,273",,"£2,273",6,73.0,472,46,29,,,,,,,,,
FORD,"Mustang, Model Year Post 2015¾",2.3 EcoBoost (317PS) Fastback,A6,2261,Petrol,,,,,14.3,7.2,9.8,19.8,39.2,28.8,225,"£2,273",,"£2,273",6,73.0,472,46,29,,,,,,,,,
JAGUAR,"F-PACE, 17MY",3.0L V6 (340PS & 380PS) Automatic AWD,A8-AWD,2995,Petrol,,,,,12.2,7.1,8.9,23.2,39.8,31.7,209,"£2,065",,"£2,065",6,74.0,160,20,3,,,,,,,,,
JAGUAR,"F-TYPE 400 Sport, 18MY",3.0L V6 (400PS) Supercharged Coupé & Convertible Auto AWD,A8-AWD,2995,Petrol,,,,,12.4,6.9,8.9,22.8,40.9,31.7,211,"£2,065",,"£2,065",6,70.0,443,22,8,,,,,,,,,
JAGUAR,"F-TYPE 400 Sport, 18MY",3.0L V6 (400PS) Supercharged Coupé & Convertible Auto RWD,A8,2995,Petrol,,,,,12.0,6.6,8.6,23.5,42.8,32.9,203,"£1,990",,"£1,990",6,70.0,443,22,8,,,,,,,,,
JAGUAR,"F-TYPE Automatic RWD, 16MY",3.0L V6 (340PS) Supercharged Coupé & Convertible,A8,2995,Petrol,,,,,11.7,6.5,8.4,24.1,43.5,33.6,199,"£1,948",,"£1,948",6,70.0,443,22,8,,,,,,,,,
JAGUAR,"F-TYPE S Automatic AWD, 16MY",3.0L V6 (380PS) Supercharged Coupé & Convertible,A8-AWD,2995,Petrol,,,,,12.4,6.9,8.9,22.8,40.9,31.7,211,"£2,065",,"£2,065",6,72.0,443,22,8,,,,,,,,,
JAGUAR,"F-TYPE S Automatic RWD, 16MY",3.0L V6 (380PS) Supercharged Coupé & Convertible,A8,2995,Petrol,,,,,12.0,6.6,8.6,23.5,42.8,32.9,203,"£1,990",,"£1,990",6,72.0,443,22,8,,,,,,,,,
JAGUAR,"XE Saloon, 16MY",3.0L V6 Supercharged (340PS) Automatic,A8,2995,Petrol,,,,,11.6,6.1,8.1,24.4,46.3,34.9,194,"£1,876",,"£1,876",6,72.2,172,16,5,,,,,,,,,
JAGUAR,"XE Saloon, 18MY",3.0L V6 Supercharged (380PS) Automatic RWD,A8,2995,Petrol,,,,,11.6,6.1,8.1,24.4,46.3,34.9,194,"£1,876",,"£1,876",6,74.0,172,16,5,,,,,,,,,
JAGUAR,"XF Saloon, 16MY",3.0L V6 (340PS & 380PS) Automatic AWD with Stop-Start,A8-AWD,2995,Petrol,,,,,11.9,6.7,8.6,23.7,42.2,32.9,204,"£1,990",,"£1,990",6,72.0,523,34,6,,,,,,,,,
JAGUAR,"XF Saloon, 16MY",3.0L V6 (340PS & 380PS) Automatic AWD without Stop-Start,A8-AWD,2995,Petrol,,,,,13.5,6.7,9.2,20.9,42.2,30.7,218,"£2,132",,"£2,132",6,72.0,471,31,7,,,,,,,,,
JAGUAR,"XF Saloon, 16MY",3.0L V6 (340PS & 380PS) Automatic RWD with Stop-Start,A8,2995,Petrol,,,,,11.7,6.3,8.3,24.1,44.8,34.0,198,"£1,925",,"£1,925",6,72.0,523,34,6,,,,,,,,,
JAGUAR,"XF Saloon, 16MY",3.0L V6 (340PS & 380PS) Automatic RWD without Stop-Start,A8,2995,Petrol,,,,,13.1,6.5,8.9,21.6,43.5,31.7,212,"£2,065",,"£2,065",6,72.0,471,31,7,,,,,,,,,
JAGUAR,"XJ Saloon, 16MY",2.0L GTDI (240PS) Automatic (SWB),A8,1999,Petrol,,,,,11.4,6.7,8.4,24.8,42.2,33.6,199,"£1,948",,"£1,948",6,67.0,357,26,10,,,,,,,,,
JAGUAR,"XJ Saloon, 16MY",3.0L V6 (340PS) Automatic RWD (SWB & LWB),A8,2995,Petrol,,,,,12.5,7.1,9.1,22.6,39.8,31.0,211,"£2,112",,"£2,112",6,67.0,292,31,7,,,,,,,,,
LAND ROVER,Discovery Sport 16MY,2.0L GTDI (240PS) 5-seater Auto AWD,A9-AWD,1999,Petrol,,,,,10.7,6.8,8.2,26.4,41.5,34.5,191,"£1,897",,"£1,897",6,73.0,349,21,12,,,,,,,,,
LAND ROVER,Discovery Sport 16MY,2.0L GTDI (240PS) 7-seater Auto AWD,A9-AWD,1999,Petrol,,,,,10.8,6.8,8.3,26.2,41.5,34.0,197,"£1,925",,"£1,925",6,73.0,349,21,12,,,,,,,,,
LAND ROVER,Range Rover Evoque 16MY,2.0L GTDI (240PS) Convertible Auto AWD,A9-AWD,1999,Petrol,,,,,11.4,7.0,8.6,24.8,40.4,32.9,201,"£1,990",,"£1,990",6,74.0,474,58,14,,,,,,,,,
LOTUS,Evora,Evora 400,M6,3456,Petrol,,,,,13.6,7.3,9.7,20.8,38.7,29.1,225,"£2,250",,"£2,250",6,74.0,387,48,21,,,,,,,,,
LOTUS,Evora,Evora Sport 410,M6,3456,Petrol,,,,,13.6,7.3,9.7,20.8,38.7,29.1,225,"£2,250",,"£2,250",6,75.0,387,48,21,,,,,,,,,
LOTUS,Exige,Exige Sport 350 Auto,A6,3456,Petrol,,,,,13.4,7.1,9.4,21.0,39.8,30.0,219,"£2,182",,"£2,182",6,73.0,395,18,31,,,,,,,,,
LOTUS,Exige,Exige Sport 350 Roadster Auto,A6,3456,Petrol,,,,,13.4,7.1,9.4,21.0,39.8,30.0,219,"£2,182",,"£2,182",6,73.0,395,18,31,,,,,,,,,
MASERATI,Ghibli,Ghibli,A8,2979,Petrol,,,,,12.6,6.8,8.9,22.4,41.5,31.7,207,"£2,065",,"£2,065",6,72.3,442,51,40,,,,,,,,,
MASERATI,Ghibli,Ghibli S,A8,2979,Petrol,,,,,13.8,7.1,9.6,20.5,39.8,29.4,223,"£2,227",,"£2,227",6,70.0,474,39,23,,,,,,,,,
MASERATI,Quattroporte,Quattroporte S,A8,2979,Petrol,,,,,13.8,7.2,9.6,20.5,39.2,29.4,223,"£2,227",,"£2,227",6,69.0,463,44,17,,,,,,,,,
MERCEDES-BENZ,"AMG GT, Model Year 2017",AMG GT S with 20'' rear wheels,A7,3982,Petrol,,,,,12.2,7.8,9.4,23.2,36.2,30.1,219,"£2,175",,"£2,175",6,74.0,259,79,22,,,,,,,,,
MERCEDES-BENZ,"AMG GT, Model Year 2017",AMG GT with 19'' rear wheels,A7,3982,Petrol,,,,,12.2,7.6,9.3,23.2,37.2,30.4,216,"£2,153",,"£2,153",6,74.0,259,79,22,,,,,,,,,
MERCEDES-BENZ,"AMG GT, Model Year 2017",AMG GT with 20'' rear wheels,A7,3982,Petrol,,,,,12.2,7.6,9.3,23.2,37.2,30.4,216,"£2,153",,"£2,153",6,74.0,259,79,22,,,,,,,,,
MERCEDES-BENZ,"AMG GT, Model Year 2018",AMG GT Coupé with 19'' rear wheels,A7,3982,Petrol,,,,,12.2,7.6,9.3,23.2,37.2,30.4,216,"£2,153",,"£2,153",6,74.0,259,79,22,,,,,,,,,
MERCEDES-BENZ,"AMG GT, Model Year 2018",AMG GT Coupé with 20'' rear wheels,A7,3982,Petrol,,,,,12.2,7.6,9.3,23.2,37.2,30.4,216,"£2,153",,"£2,153",6,74.0,259,79,22,,,,,,,,,
MERCEDES-BENZ,"AMG GT, Model Year 2018",AMG GT Roadster with 19'' rear wheels,A7,3982,Petrol,,,,,12.2,7.8,9.4,23.2,36.2,30.1,219,"£2,175",,"£2,175",6,75.0,259,76,24,,,,,,,,,
MERCEDES-BENZ,"AMG GT, Model Year 2018",AMG GT Roadster with 20'' rear wheels,A7,3982,Petrol,,,,,12.2,7.8,9.4,23.2,36.2,30.1,219,"£2,175",,"£2,175",6,75.0,259,76,24,,,,,,,,,
MERCEDES-BENZ,"AMG GT, Model Year 2018",AMG GT S Coupé with 20'' rear wheels,A7,3982,Petrol,,,,,12.2,7.8,9.4,23.2,36.2,30.1,219,"£2,175",,"£2,175",6,74.0,259,79,22,,,,,,,,,
MERCEDES-BENZ,"AMG GT, Model Year 2018",AMG GT S Coupé with 20'' rear wheels & sports tyres,A7,3982,Petrol,,,,,12.5,7.9,9.6,22.6,35.8,29.4,224,"£2,227",,"£2,227",6,74.0,259,79,22,,,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",AMG C 43 4MATIC with 19'' rear wheels,A9,2996,Petrol,,,,,11.2,6.9,8.4,25.2,40.9,33.6,194,"£1,948",,"£1,948",6,74.0,265,38,15,,,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",AMG C 63 S with 19'' rear wheels,A7,3982,Petrol,,,,,12.0,7.2,8.9,23.5,39.2,31.7,208,"£2,065",,"£2,065",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",AMG C 63 with 19'' rear wheels,A7,3982,Petrol,,,,,12.0,7.2,8.9,23.5,39.2,31.7,208,"£2,065",,"£2,065",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2018",AMG C 43 4MATIC with 19'' rear wheels,A9,2996,Petrol,,,,,11.2,6.9,8.4,25.2,40.9,33.6,194,"£1,948",,"£1,948",6,74.0,265,38,15,,,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2018",AMG C 63 S with 19'' rear wheels,A7,3982,Petrol,,,,,12.0,7.2,8.9,23.5,39.2,31.7,208,"£2,065",,"£2,065",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2018",AMG C 63 with 19'' rear wheels,A7,3982,Petrol,,,,,12.0,7.2,8.9,23.5,39.2,31.7,208,"£2,065",,"£2,065",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",AMG C 63 S Edition 1 Motorsport with 19'' rear wheels,A7,3982,Petrol,,,,,11.9,7.1,8.9,23.7,39.8,31.7,209,"£2,065",,"£2,065",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",AMG C 63 S with 19'' rear wheels,A9,3982,Petrol,,,,,11.4,6.9,8.6,24.8,40.9,32.8,200,"£1,996",,"£1,996",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",AMG C 63 with 19'' rear wheels,A9,3982,Petrol,,,,,11.4,6.9,8.6,24.8,40.9,32.8,200,"£1,996",,"£1,996",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",AMG C 63 with 20'' rear wheels,A9,3982,Petrol,,,,,11.4,6.9,8.6,24.8,40.9,32.8,200,"£1,996",,"£1,996",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",AMG C 63 S with 19'' rear wheels,A9,3982,Petrol,,,,,11.4,6.9,8.6,24.8,40.9,32.8,200,"£1,996",,"£1,996",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",AMG C 63 S with 20'' rear wheels,A9,3982,Petrol,,,,,11.4,6.9,8.6,24.8,40.9,32.8,200,"£1,996",,"£1,996",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",AMG C 63 with 18'' rear wheels,A9,3982,Petrol,,,,,11.4,6.9,8.6,24.8,40.9,32.8,200,"£1,996",,"£1,996",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",AMG C 63 with 19'' rear wheels,A9,3982,Petrol,,,,,11.4,6.9,8.6,24.8,40.9,32.8,200,"£1,996",,"£1,996",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",AMG C 63 with 20'' rear wheels,A9,3982,Petrol,,,,,11.4,6.9,8.6,24.8,40.9,32.8,200,"£1,996",,"£1,996",6,74.0,224,64,13,,,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",AMG C 63 S with 19'' rear wheels,A7,3982,Petrol,,,,,10.9,6.9,8.4,25.9,40.9,33.6,196,"£1,948",,"£1,948",6,74.0,145,53,35,,,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",AMG C 63 with 18'' & 19'' rear wheels,A7,3982,Petrol,,,,,10.9,6.9,8.4,25.9,40.9,33.6,196,"£1,948",,"£1,948",6,74.0,145,53,35,,,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",AMG C 63 S with 19'' rear wheels,A7,3982,Petrol,,,,,10.9,6.9,8.4,25.9,40.9,33.6,196,"£1,948",,"£1,948",6,74.0,145,53,35,,,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",AMG C 63 with 18'' rear wheels,A7,3982,Petrol,,,,,10.9,6.9,8.4,25.9,40.9,33.6,196,"£1,948",,"£1,948",6,74.0,145,53,35,,,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",AMG C 63 with 19'' rear wheels,A7,3982,Petrol,,,,,10.9,6.9,8.4,25.9,40.9,33.6,196,"£1,948",,"£1,948",6,74.0,145,53,35,,,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",AMG C 63 S with 19'' rear wheels,A7,3982,Petrol,,,,,10.8,6.7,8.2,26.2,42.2,34.5,192,"£1,897",,"£1,897",6,74.0,145,53,35,,,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",AMG C 63 with 18'' & 19'' rear wheels,A7,3982,Petrol,,,,,10.8,6.7,8.2,26.2,42.2,34.5,192,"£1,897",,"£1,897",6,74.0,145,53,35,,,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",AMG C 63 S with 19'' rear wheels,A7,3982,Petrol,,,,,10.8,6.7,8.2,26.2,42.2,34.5,192,"£1,897",,"£1,897",6,74.0,145,53,35,,,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",AMG C 63 with 18'' rear wheels,A7,3982,Petrol,,,,,10.8,6.7,8.2,26.2,42.2,34.5,192,"£1,897",,"£1,897",6,74.0,145,53,35,,,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",AMG C 63 with 19'' rear wheels,A7,3982,Petrol,,,,,10.8,6.7,8.2,26.2,42.2,34.5,192,"£1,897",,"£1,897",6,74.0,145,53,35,,,,,,,,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2017",AMG E 43 4MATIC with 19'' rear wheels,A9,2996,Petrol,,,,,11.1,7.1,8.6,25.5,39.8,32.8,197,"£1,996",,"£1,996",6,70.0,333,45,12,,,,,,,,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2017",AMG E 43 4MATIC with 20'' rear wheels,A9,2996,Petrol,,,,,11.1,7.1,8.6,25.5,39.8,32.8,197,"£1,996",,"£1,996",6,70.0,333,45,12,,,,,,,,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2017",AMG E 63 4MATIC+ with 20'' rear wheels,A9,3982,Petrol,,,,,12.1,7.8,9.4,23.3,36.2,30.1,214,"£2,175",,"£2,175",6,74.0,177,37,14,,,,,,,,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2017",AMG E 63 S 4MATIC+ with 20'' rear wheels,A9,3982,Petrol,,,,,12.1,7.8,9.4,23.3,36.2,30.1,214,"£2,175",,"£2,175",6,74.0,177,37,14,,,,,,,,,
MERCEDES-BENZ,"E-Class Saloon, Model Year 2017",AMG E 43 with 20'' rear wheels,A9,2996,Petrol,,,,,11.0,6.8,8.4,25.7,41.5,33.6,192,"£1,948",,"£1,948",6,70.0,333,45,12,,,,,,,,,
MERCEDES-BENZ,"E-Class Saloon, Model Year 2017",AMG E 63 4MATIC+ with 19'' rear wheels,A9,3982,Petrol,,,,,11.7,7.6,9.1,24.1,37.2,31.0,207,"£2,112",,"£2,112",6,74.0,177,37,14,,,,,,,,,
MERCEDES-BENZ,"E-Class Saloon, Model Year 2017",AMG E 63 S 4MATIC+ with 19'' rear wheels,A9,3982,Petrol,,,,,11.7,7.6,9.1,24.1,37.2,31.0,207,"£2,112",,"£2,112",6,74.0,177,37,14,,,,,,,,,
MERCEDES-BENZ,"E-Class Saloon, Model Year 2017",AMG E 63 S 4MATIC+ with 20'' rear wheels,A9,3982,Petrol,,,,,11.7,7.6,9.1,24.1,37.2,31.0,207,"£2,112",,"£2,112",6,75.0,177,37,14,,,,,,,,,
MERCEDES-BENZ,"GLC Coupé, Model Year 2017",AMG GLC 43 4MATIC with 19'' rear wheels,A9,2996,Petrol,,,,,10.9,7.0,8.4,25.9,40.4,33.6,192,"£1,948",,"£1,948",6,74.0,205,57,21,,,,,,,,,
MERCEDES-BENZ,"GLC Coupé, Model Year 2017",AMG GLC 43 4MATIC with 20'' rear wheels,A9,2996,Petrol,,,,,11.5,7.5,8.9,24.6,37.7,31.7,203,"£2,065",,"£2,065",6,74.0,205,57,21,,,,,,,,,
MERCEDES-BENZ,"GLC Coupé, Model Year 2017",AMG GLC 43 4MATIC with 21'' rear wheels,A9,2996,Petrol,,,,,11.5,7.5,8.9,24.6,37.7,31.7,203,"£2,065",,"£2,065",6,74.0,205,57,21,,,,,,,,,
MERCEDES-BENZ,"GLC SUV, Model Year 2017",AMG GLC 43 4MATIC with 20'' rear wheels,A9,2996,Petrol,,,,,11.2,7.3,8.7,25.2,38.7,32.5,199,"£2,014",,"£2,014",6,74.0,205,57,21,,,,,,,,,
MERCEDES-BENZ,"GLC SUV, Model Year 2017",AMG GLC 43 4MATIC with 21'' rear wheels,A9,2996,Petrol,,,,,11.2,7.3,8.7,25.2,38.7,32.5,199,"£2,014",,"£2,014",6,74.0,205,57,21,,,,,,,,,
MERCEDES-BENZ,"GLE Coupé, Model Year 2016½",GLE 450 AMG 4MATIC with 21'' rear wheels,A9,2996,Petrol,,,,,11.3,7.7,8.9,25.0,36.7,31.7,209,"£2,065",,"£2,065",6,74.0,275,31,39,,,,,,,,,
MERCEDES-BENZ,"GLE Coupé, Model Year 2016½",GLE 450 AMG 4MATIC with 22'' rear wheels,A9,2996,Petrol,,,,,11.7,8.1,9.4,24.1,34.9,30.1,219,"£2,175",,"£2,175",6,74.0,275,31,39,,,,,,,,,
MERCEDES-BENZ,"GLE Coupé, Model Year 2017",AMG GLE 43 4MATIC with 21'' rear wheels,A9,2996,Petrol,,,,,11.3,7.7,8.9,25.0,36.7,31.7,209,"£2,065",,"£2,065",6,74.0,275,31,39,,,,,,,,,
MERCEDES-BENZ,"GLE Coupé, Model Year 2017",AMG GLE 43 4MATIC with 22'' rear wheels,A9,2996,Petrol,,,,,11.7,8.1,9.4,24.1,34.9,30.1,219,"£2,175",,"£2,175",6,74.0,275,31,39,,,,,,,,,
MERCEDES-BENZ,"GLE Estate, Model Year 2016½",GLE 450 AMG 4MATIC with 21'' rear wheels,A9,2996,Petrol,,,,,10.9,7.2,8.6,25.9,39.2,32.8,199,"£1,996",,"£1,996",6,74.0,275,31,39,,,,,,,,,
MERCEDES-BENZ,"GLE Estate, Model Year 2017",AMG GLE 43 4MATIC with 20'' rear wheels,A9,2996,Petrol,,,,,10.9,7.2,8.6,25.9,39.2,32.8,199,"£1,996",,"£1,996",6,74.0,275,31,39,,,,,,,,,
MERCEDES-BENZ,"GLE Estate, Model Year 2017",AMG GLE 43 4MATIC with 21'' rear wheels,A9,2996,Petrol,,,,,10.9,7.2,8.6,25.9,39.2,32.8,199,"£1,996",,"£1,996",6,74.0,275,31,39,,,,,,,,,
MERCEDES-BENZ,"S-Class Cabriolet, Model Year 2017",S 500 with 19'' rear wheels,A9,4663,Petrol,,,,,11.9,7.0,8.7,23.7,40.4,32.5,204,"£2,014",,"£2,014",6,70.0,156,54,32,,,,,,,,,
MERCEDES-BENZ,"S-Class Cabriolet, Model Year 2017",S 500 with 20'' rear wheels,A9,4663,Petrol,,,,,12.2,7.5,9.1,23.2,37.7,31.0,212,"£2,112",,"£2,112",6,70.0,156,54,32,,,,,,,,,
MERCEDES-BENZ,"S-Class Coupé, Model Year 2017",S 500 with 19'' rear wheels,A9,4663,Petrol,,,,,11.6,6.6,8.5,24.4,42.8,33.2,197,"£1,972",,"£1,972",6,70.0,156,54,32,,,,,,,,,
MERCEDES-BENZ,"S-Class Coupé, Model Year 2017",S 500 with 20'' rear wheels,A9,4663,Petrol,,,,,11.7,7.0,8.8,24.1,40.4,32.1,204,"£2,039",,"£2,039",6,70.0,156,54,32,,,,,,,,,
MERCEDES-BENZ,"S-Class Coupé, Model Year 2018",S 500 with 19'' rear wheels,A9,4663,Petrol,,,,,11.6,6.6,8.5,24.4,42.8,33.2,197,"£1,972",,"£1,972",6,70.0,156,54,32,,,,,,,,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2016½",S 500 with 19'' rear wheels,A9,4663,Petrol,,,,,11.5,6.6,8.4,24.6,42.8,33.6,196,"£1,948",,"£1,948",6,74.0,156,54,32,,,,,,,,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2016½",S 500 with 20'' rear wheels,A9,4663,Petrol,,,,,11.8,7.1,8.9,23.9,39.8,31.7,206,"£2,065",,"£2,065",6,74.0,156,54,32,,,,,,,,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2017",S 500 with 19'' rear wheels,A9,4663,Petrol,,,,,11.5,6.6,8.4,24.6,42.8,33.6,196,"£1,948",,"£1,948",6,74.0,156,54,32,,,,,,,,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2017",S 500 with 20'' rear wheels,A9,4663,Petrol,,,,,11.8,7.1,8.9,23.9,39.8,31.7,206,"£2,065",,"£2,065",6,74.0,156,54,32,,,,,,,,,
MERCEDES-BENZ,"SL, Model Year 2017",SL 500 with 19'' rear wheels,A9,4663,Petrol,,,,,12.4,7.0,9.0,22.8,40.4,31.4,205,"£2,085",,"£2,085",6,73.0,220,53,39,,,,,,,,,
PORSCHE,911,Carrera 4 GTS,M7,2981,Petrol,,,,,13.0,7.4,9.5,21.7,38.2,29.7,216,"£2,204",,"£2,204",6,75.0,381,41,24,,,,,,,,,
PORSCHE,911,Carrera 4 GTS Cabriolet,M7,2981,Petrol,,,,,13.3,7.6,9.7,21.2,37.2,29.1,220,"£2,250",,"£2,250",6,75.0,381,41,24,,,,,,,,,
PORSCHE,911,Carrera 4 GTS Cabriolet PDK,A7,2981,Petrol,,,,,11.2,7.3,8.7,25.2,38.7,32.5,196,"£2,014",,"£2,014",6,71.0,382,45,25,,,,,,,,,
PORSCHE,911,Carrera 4 GTS PDK,A7,2981,Petrol,,,,,10.9,7.1,8.5,25.9,39.8,33.2,192,"£1,972",,"£1,972",6,71.0,382,45,25,,,,,,,,,
PORSCHE,911,Carrera 4S Cabriolet PDK with powerkit,A7,2981,Petrol,,,,,11.2,7.3,8.7,25.2,38.7,32.5,196,"£2,014",,"£2,014",6,71.0,382,45,25,,,,,,,,,
PORSCHE,911,Carrera 4S Cabriolet with powerkit,M7,2981,Petrol,,,,,13.3,7.6,9.7,21.2,37.2,29.1,220,"£2,250",,"£2,250",6,75.0,381,41,24,,,,,,,,,
PORSCHE,911,Carrera 4S PDK with powerkit,A7,2981,Petrol,,,,,10.9,7.1,8.5,25.9,39.8,33.2,192,"£1,972",,"£1,972",6,71.0,382,45,25,,,,,,,,,
PORSCHE,911,Carrera 4S with powerkit,M7,2981,Petrol,,,,,13.0,7.4,9.5,21.7,38.2,29.7,216,"£2,204",,"£2,204",6,75.0,381,41,24,,,,,,,,,
PORSCHE,911,Carrera GTS,M7,2981,Petrol,,,,,12.9,7.3,9.4,21.9,38.7,30.1,212,"£2,175",,"£2,175",6,75.0,381,41,24,,,,,,,,,
PORSCHE,911,Carrera GTS Cabriolet,M7,2981,Petrol,,,,,12.9,7.3,9.4,21.9,38.7,30.1,214,"£2,175",,"£2,175",6,75.0,381,41,24,,,,,,,,,
PORSCHE,911,Carrera S Cabriolet with powerkit,M7,2981,Petrol,,,,,12.9,7.3,9.4,21.9,38.7,30.1,214,"£2,175",,"£2,175",6,75.0,381,41,24,,,,,,,,,
PORSCHE,911,Carrera S with powerkit,M7,2981,Petrol,,,,,12.9,7.3,9.4,21.9,38.7,30.1,212,"£2,175",,"£2,175",6,75.0,381,41,24,,,,,,,,,
PORSCHE,911,Targa 4S PDK with powerkit,A7,2981,Petrol,,,,,11.2,7.3,8.7,25.2,38.7,32.5,196,"£2,014",,"£2,014",6,71.0,382,45,25,,,,,,,,,
PORSCHE,911,Targa 4S with powerkit,M7,2981,Petrol,,,,,13.3,7.6,9.7,21.2,37.2,29.1,220,"£2,250",,"£2,250",6,75.0,381,41,24,,,,,,,,,
PORSCHE,911,Targa GTS,M7,2981,Petrol,,,,,13.3,7.6,9.7,21.2,37.2,29.1,220,"£2,250",,"£2,250",6,75.0,381,41,24,,,,,,,,,
